15  ,795  , 4489 ;
17  , 1   , 425;
41  , 1   , 379;
42  , 6   ,405 ;
61  ,90   , 639 ;
62  ,2500 , 9873;
67  , 15  ,392 ;
68  , 278 , 1655 ;
70  , 37  ,606;
102 , 51  ,516 ;
112 , 238 ,1449 ;
118 ,1184 , 6510 ;
133 , 128 , 1159 ;
161 , 0   , 394;
173 ,22   ,472 ;
177 ,557  ,2287 ;
182 ,2953 ,13139 ;
187 , 21  ,510 ;
189 , 1401, 6416 ;
204 , 503 , 2436 ;
222 , 95  , 805 ;
233 , 7   , 407 ;
271 , 2032, 9151 ;
280 , 66  , 541;
281 , 395 ,1386 ;
284 ,18   , 463 ;
