15  , 1003,4023; 
17  ,1    ,349 ;
41  , 1   ,336;
42  ,6    ,390 ;
61  ,103  ,583 ;
62  ,2581 , 10579 ;
67  , 17  , 366 ;
68  ,377  ,2005 ;
70  , 44  , 576 ;
102 , 79  , 431;
112 , 353 , 1317 ;
118 ,1344 ,7180 ;
133 ,131  ,994 ;
161 , 0   ,343 ;
173 ,30   , 468 ;
177 , 730 , 2295 ;
182 ,3555 , 14016;
187 , 25  , 490;
189 , 1528, 7953 ;
204 , 793 , 2542 ;
222 , 119 , 850 ;
233 , 9   , 342 ;
271 ,2670 , 10037;
280 , 88  , 565 ;
281 , 429 ,1332;
284 , 22  , 461;
